years_after_graduation,section_name,sic_name,sex,number_of_graduates,median_earnings
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Male,230,23700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Female,35,16200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Male,25,20800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Female,1310,23700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Male,450,22300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of footwear in specialised stores,Female,125,21900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of footwear in specialised stores,Male,65,23000.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Dispensing chemist in specialised stores,Female,320,26800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Dispensing chemist in specialised stores,Male,150,38700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of hearing aids,Female,30,32700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of hearing aids,Male,10,40900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of cosmetic and toilet articles in specialised stores,Female,200,24600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of cosmetic and toilet articles in specialised stores,Male,45,25900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",Female,150,19700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",Male,85,21500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Female,180,23400.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of watches and jewellery in specialised stores,Male,55,24500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Female,50,26300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale in commercial art galleries,Male,25,25600.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Female,305,28500.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale by opticians,Male,130,29900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Female,170,20800.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),Male,90,21200.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques),Female,125,22300.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of other second-hand goods in stores (not incl. antiques),Male,90,19700.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale via mail order houses or via Internet,Female,1060,28100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale via mail order houses or via Internet,Male,705,29900.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Other retail sale not in stores, stalls or markets",Female,50,26100.0
5,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Other retail sale not in stores, stalls or markets",Male,30,24600.0
10,Accommodation and food service activities,Hotels and similar accommodation,Female,290,23500.0
10,Accommodation and food service activities,Hotels and similar accommodation,Male,245,26600.0
10,Accommodation and food service activities,Holiday centres and villages,Female,40,18200.0
10,Accommodation and food service activities,Holiday centres and villages,Male,20,20400.0
10,Accommodation and food service activities,Other holiday and other collective accommodation,Female,55,22300.0
10,Accommodation and food service activities,Other holiday and other collective accommodation,Male,25,27400.0
10,Accommodation and food service activities,"Recreational vehicle parks, trailer parks and camping grounds",Female,50,22300.0
10,Accommodation and food service activities,"Recreational vehicle parks, trailer parks and camping grounds",Male,30,31200.0
10,Accommodation and food service activities,Other accommodation,Female,30,25600.0
10,Accommodation and food service activities,Other accommodation,Male,30,25500.0
10,Accommodation and food service activities,Licensed restaurants,Female,345,24100.0
10,Accommodation and food service activities,Licensed restaurants,Male,330,26300.0
10,Accommodation and food service activities,Unlicensed restaurants and cafes,Female,245,17300.0
10,Accommodation and food service activities,Unlicensed restaurants and cafes,Male,210,22400.0
10,Accommodation and food service activities,Take-away food shops and mobile food stands,Female,70,16100.0
10,Accommodation and food service activities,Take-away food shops and mobile food stands,Male,110,15000.0
10,Accommodation and food service activities,Event catering activities,Female,115,23200.0
10,Accommodation and food service activities,Event catering activities,Male,90,24400.0
10,Accommodation and food service activities,Other food services,Female,85,28300.0
10,Accommodation and food service activities,Other food services,Male,65,28500.0
10,Accommodation and food service activities,Licensed clubs,Female,40,30500.0
10,Accommodation and food service activities,Licensed clubs,Male,35,29200.0
10,Accommodation and food service activities,Public houses and bars,Female,320,22400.0
10,Accommodation and food service activities,Public houses and bars,Male,375,25000.0
10,Administrative and support service activities,Renting and leasing of cars and light motor vehicles,Female,95,31900.0
10,Administrative and support service activities,Renting and leasing of cars and light motor vehicles,Male,105,45100.0
10,Administrative and support service activities,Renting and leasing of construction and civil engineering machinery and equipment,Female,30,24300.0
10,Administrative and support service activities,Renting and leasing of construction and civil engineering machinery and equipment,Male,30,30200.0
10,Administrative and support service activities,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Female,45,29900.0
10,Administrative and support service activities,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Male,95,37000.0
10,Administrative and support service activities,Other activities of employment placement agencies,Female,505,31000.0
10,Administrative and support service activities,Other activities of employment placement agencies,Male,495,43400.0
10,Administrative and support service activities,Temporary employment agency activities,Female,1640,24800.0
10,Administrative and support service activities,Temporary employment agency activities,Male,1205,32800.0
10,Administrative and support service activities,Human resources provision and management of human resources functions,Female,130,35800.0
10,Administrative and support service activities,Human resources provision and management of human resources functions,Male,125,50400.0
10,Administrative and support service activities,Travel agency activities,Female,135,28300.0
10,Administrative and support service activities,Travel agency activities,Male,95,35800.0
10,Administrative and support service activities,Tour operator activities,Female,120,27000.0
10,Administrative and support service activities,Tour operator activities,Male,75,37200.0
10,Administrative and support service activities,Other reservation service activities n.e.c.,Female,40,29900.0
10,Administrative and support service activities,Other reservation service activities n.e.c.,Male,45,47400.0
10,Administrative and support service activities,Private security activities,Female,75,24100.0
10,Administrative and support service activities,Private security activities,Male,165,28500.0
10,Administrative and support service activities,Security systems service activities,Female,15,26800.0
